"Offer ID","Created On","Offer Name","Categories","Cities","Merchant Name","Type","UPCs","IIDs","Price","Sales","Qty Sold","Qty Avl","Status"
"6909","2017-07-17 00:00:00","Wayfair.com eGift","Featured;
Mother's Day;
Thanksgiving;
Men;
Online Shopping;
$25 Gift Cards;
Brother;
Featured;
Wedding;
Retirement;
$100 Gift Cards;
Wife;
Black Friday;
Anniversary;
At Home;
$20 Gift Cards;
Couples;
Home;
Shopping;
Home Improvement;
$50 Gift Cards;
Sister;
Mother's Day;
Women;
Easter;
eGift Cards","Bakers Plus","Wayfair","Gift Card Offer","07675017390","82807","Variable (20-500);
Fixed
25;50;75;100;200","318765.75","1489","Unlimited","LIVE"
"6908","2017-07-17 00:00:00","Landrys Multibranded Gift Cards","Sister;
Shopping;
Housewarming;
Friend;
Christmas;
Physical Gift Cards;
Easter;
$50 Gift Cards;
Brother;
Birthday;
Back to School;
Graduation;
Wife;
Women;
Congratulations;
Thank You;
Husband;
Men;
Independence Day;
$100 Gift Cards;
Restaurants","Bakers Plus","Landry's Restaurants","Physical Gift Card Offer","07675008282","76102","Variable (50-200);
Fixed
50;75;100;200","3760.80","45","Unlimited","LIVE"
"6906","2017-07-17 00:00:00","Claire's Gift Cards","Back to School;
$15 Gift Cards;
Thanksgiving;
Birthday;
$25 Gift Cards;
Teacher;
New Baby;
$100 Gift Cards;
Wife;
Christmas;
Kids & Baby;
$20 Gift Cards;
Husband;
Women;
$50 Gift Cards;
Sister;
Black Friday;
Physical Gift Cards;
Specialty","Bakers Plus","Claire's","Physical Gift Card Offer","07675005071","82165","Variable (15-100);
Fixed
25;50;75;100","2512.20","108","Unlimited","LIVE"
"6905","2017-07-17 00:00:00","Carrows And Cocos Bakery eGift Cards","$50 Gift Cards;
Wife;
Black Friday;
Anniversary;
Retirement;
$15 Gift Cards;
Thanksgiving;
Father's Day;
$25 Gift Cards;
Couples;
Valentine's Day;
Occasions;
$100 Gift Cards;
$10 Gift Cards;
Christmas;
Birthday;
Easter;
$20 Gift Cards;
Husband;
Mother's Day;
eGift Cards","Bakers Plus","Carrows and Coco's Bakery","Gift Card Offer","07675016425","71912","Variable (5-250);
Fixed
25;50;75;100;200","919","24","Unlimited","LIVE"
"6905","2017-07-17 00:00:00","Carrows And Cocos Bakery eGift Cards","$50 Gift Cards;
Wife;
Black Friday;
Anniversary;
Retirement;
$15 Gift Cards;
Thanksgiving;
Father's Day;
$25 Gift Cards;
Couples;
Valentine's Day;
Occasions;
$100 Gift Cards;
$10 Gift Cards;
Christmas;
Birthday;
Easter;
$20 Gift Cards;
Husband;
Mother's Day;
eGift Cards","Bakers Plus","Carrows and Coco's Bakery","Gift Card Offer","07675016425","71912","Variable (5-250);
Fixed
25;50;75;100;200","919","24","Unlimited","LIVE"
"6904","2017-07-17 00:00:00","Taco Shop of Wichita eGift","Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
eGift Cards","Bakers Plus","Taco Shop of Wichita","Gift Card Offer","07675018367","73887","Variable (5-250);
Fixed
25;50;75;100;200","390","18","Unlimited","LIVE"
"6903","2017-07-17 00:00:00","Landrys Multibranded eGift Cards","Housewarming;
$20 Gift Cards;
Brother;
Birthday;
Easter;
$50 Gift Cards;
Wife;
Women;
Back to School;
Graduation;
Thank You;
Husband;
Men;
Congratulations;
$25 Gift Cards;
Sister;
Shopping;
Independence Day;
$100 Gift Cards;
Friend;
Christmas;
Restaurants;
eGift Cards","Bakers Plus","Landry's Restaurants","Gift Card Offer","07675009645
07675009645
07675009645","38183
73609
73610","Variable (20-200);
Fixed
25;50;75;100;200","14250","188","Unlimited","LIVE"
"6903","2017-07-17 00:00:00","Landrys Multibranded eGift Cards","Housewarming;
$20 Gift Cards;
Brother;
Birthday;
Easter;
$50 Gift Cards;
Wife;
Women;
Back to School;
Graduation;
Thank You;
Husband;
Men;
Congratulations;
$25 Gift Cards;
Sister;
Shopping;
Independence Day;
$100 Gift Cards;
Friend;
Christmas;
Restaurants;
eGift Cards","Bakers Plus","Landry's Restaurants","Gift Card Offer","07675009645
07675009645
07675009645","38183
73609
73610","Variable (20-200);
Fixed
25;50;75;100;200","14250","188","Unlimited","LIVE"
"6902","2017-07-17 00:00:00","Fleming's Steakhouse Wine Bar eGift Cards","$20 Gift Cards;
Wife;
Mother's Day;
Restaurants;
Congratulations;
$50 Gift Cards;
Thank You;
Christmas;
Birthday;
Graduation;
$15 Gift Cards;
Couples;
Father's Day;
Retirement;
$25 Gift Cards;
Friend;
Valentine's Day;
Occasions;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Anniversary;
Housewarming;
eGift Cards","Bakers Plus","Fleming's Prime Steakhouse & Wine Bar","Gift Card Offer","07675019650","80856","Variable (10-250);
Fixed
25;50;75;100;200","7736","83","Unlimited","LIVE"
"6898","2017-07-17 00:00:00","Olive Garden® eGift Cards","Couples;
Mother's Day;
Retirement;
$25 Gift Cards;
Friend;
Valentine's Day;
Occasions;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Birthday;
Housewarming;
$20 Gift Cards;
Wife;
Father's Day;
Restaurants;
Congratulations;
$50 Gift Cards;
Thank You;
Christmas;
Anniversary;
Independence Day;
Graduation;
$15 Gift Cards;
eGift Cards","Bakers Plus","Olive Garden®","Gift Card Offer","07675014041","67987","Variable (10-250);
Fixed
25;50;75;100;200","73234.76","1680","Unlimited","LIVE"
"6897","2017-07-17 00:00:00","Regis Salon Gift Card","$20 Gift Cards;
Thanksgiving;
Physical Gift Cards;
$50 Gift Cards;
Sister;
Mother's Day;
Back to School;
$15 Gift Cards;
Black Friday;
Specialty;
$25 Gift Cards;
Teacher;
$100 Gift Cards;
Wife;
Valentine's Day;
Women","Bakers Plus","Regis Salon","Physical Gift Card Offer","07675005090
07675005090","9565
100644","Variable (15-250);
Fixed
25;50;75;100;200","350","2","Unlimited","LIVE"
"6896","2017-07-17 00:00:00","Iozzo's Garden of Italy eGift","Friend;
Graduation;
Congratulations;
Christmas;
Thank You;
Housewarming;
Restaurants;
Easter;
eGift Cards","Bakers Plus","Iozzo's Garden of Italy","Gift Card Offer","07675016488","72157","Variable (5-250);
Fixed
25;50;75;100;200","1045","14","Unlimited","LIVE"
"6894","2017-07-17 00:00:00","Sunglass Hut Gift Cards","$100 Gift Cards;
Wife;
Thanksgiving;
Shopping;
$20 Gift Cards;
Teacher;
Birthday;
$50 Gift Cards;
Sister;
Black Friday;
Physical Gift Cards;
Back to School;
$15 Gift Cards;
Husband;
Women;
$25 Gift Cards;
Brother;
Men;
Specialty;
Popular","Bakers Plus","Sunglass Hut","Physical Gift Card Offer","07675005297","18857","Variable (15-500);
Fixed
25;50;75;100;200","8489.90","49","Unlimited","LIVE"
"6894","2017-07-17 00:00:00","Sunglass Hut Gift Cards","$100 Gift Cards;
Wife;
Thanksgiving;
Shopping;
$20 Gift Cards;
Teacher;
Birthday;
$50 Gift Cards;
Sister;
Black Friday;
Physical Gift Cards;
Back to School;
$15 Gift Cards;
Husband;
Women;
$25 Gift Cards;
Brother;
Men;
Specialty;
Popular","Bakers Plus","Sunglass Hut","Physical Gift Card Offer","07675005297","18857","Variable (15-500);
Fixed
25;50;75;100;200","8489.90","49","Unlimited","LIVE"
"6893","2017-07-17 00:00:00","Sunglass Hut eGift","Sister;
Black Friday;
Specialty;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Women;
$20 Gift Cards;
Brother;
Men;
Popular;
$50 Gift Cards;
Wife;
Thanksgiving;
Shopping;
Back to School;
$15 Gift Cards;
Teacher;
Birthday;
$25 Gift Cards;
eGift Cards","Bakers Plus","Sunglass Hut","Gift Card Offer","07675006512","33965","Variable (10-200);
Fixed
25;50;75;100;200","25650","184","Unlimited","LIVE"
"6891","2017-07-17 00:00:00","Ghirardelli Chocolate Company Caramel Pour Gift Card","Father's Day;
Congratulations;
$50 Gift Cards;
Teacher;
Thank You;
Occasions;
Easter;
Graduation;
Wife;
Shopping;
Birthday;
Restaurants;
Retirement;
$25 Gift Cards;
Husband;
Mother's Day;
Physical Gift Cards;
Back to School;
$100 Gift Cards;
Couples;
Valentine's Day;
Anniversary;
Housewarming;
Friend;
Christmas;
Specialty","Bakers Plus","Ghirardelli Chocolate","Physical Gift Card Offer","07675010930","63582","Variable (25-100);
Fixed
25;50;75;100","250","8","Unlimited","LIVE"
"6891","2017-07-17 00:00:00","Ghirardelli Chocolate Company Caramel Pour Gift Card","Father's Day;
Congratulations;
$50 Gift Cards;
Teacher;
Thank You;
Occasions;
Easter;
Graduation;
Wife;
Shopping;
Birthday;
Restaurants;
Retirement;
$25 Gift Cards;
Husband;
Mother's Day;
Physical Gift Cards;
Back to School;
$100 Gift Cards;
Couples;
Valentine's Day;
Anniversary;
Housewarming;
Friend;
Christmas;
Specialty","Bakers Plus","Ghirardelli Chocolate","Physical Gift Card Offer","07675010930","63582","Variable (25-100);
Fixed
25;50;75;100","250","8","Unlimited","LIVE"
"6889","2017-07-17 00:00:00","Ghirardelli Chocolate Company eGift","Retirement;
$25 Gift Cards;
Thanksgiving;
Thank You;
Occasions;
Back to School;
$100 Gift Cards;
Teacher;
Shopping;
Birthday;
Housewarming;
Wife;
Black Friday;
Mother's Day;
Congratulations;
$50 Gift Cards;
Husband;
Valentine's Day;
Anniversary;
Easter;
Graduation;
Couples;
Featured;
Father's Day;
eGift Cards","Bakers Plus","Ghirardelli Chocolate","Gift Card Offer","07675010931","63577","Variable (25-100);
Fixed
25;50;75;100","325","11","Unlimited","LIVE"
"6885","2017-07-17 00:00:00","Red Robin Gift Card","Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Restaurants","Bakers Plus","Red Robin","Physical Gift Card Offer","07675005088","80236","Variable (5-250);
Fixed
25;50;75;100;200","12898.75","435","Unlimited","LIVE"
"6883","2017-07-17 00:00:00","The Olde English Pub $20 eGift","Congratulations;
Christmas;
Thank You;
Housewarming;
Restaurants;
Easter;
Friend;
Graduation;
eGift Cards","Bakers Plus","The Olde English Pub","Gift Card Offer","07675014161","68168","
Fixed
20","0","0","Unlimited","LIVE"
"6883","2017-07-17 00:00:00","The Olde English Pub $20 eGift","Congratulations;
Christmas;
Thank You;
Housewarming;
Restaurants;
Easter;
Friend;
Graduation;
eGift Cards","Bakers Plus","The Olde English Pub","Gift Card Offer","07675014161","68168","
Fixed
20","0","0","Unlimited","LIVE"
"6882","2017-07-17 00:00:00","Outback Steakhouse Gift Cards","$20 Gift Cards;
Wife;
Anniversary;
Congratulations;
$50 Gift Cards;
Thank You;
Christmas;
Mother's Day;
Independence Day;
Graduation;
$15 Gift Cards;
Couples;
Birthday;
Retirement;
$25 Gift Cards;
Friend;
Occasions;
Valentine's Day;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Father's Day;
Housewarming;
Restaurants","Bakers Plus","Outback Steakhouse","Physical Gift Card Offer","07675005083
07675005083","79791
64775","Variable (10-100);
Fixed
25;50;75;100;60","22019.95","572","Unlimited","LIVE"
"6880","2017-07-17 00:00:00","Taft Museum of Art eGift","Vacation;
Birthday;
$25 Gift Cards;
Sister;
Black Friday;
Mother's Day;
Entertainment;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Valentine's Day;
Men;
Easter;
$20 Gift Cards;
Brother;
Women;
Father's Day;
eGift Cards;
$50 Gift Cards;
Wife;
Thanksgiving;
Anniversary;
Retirement;
$15 Gift Cards;
Couples;
Travel","Bakers Plus","Taft Museum of Art","Gift Card Offer","07675014884","69634","Variable (5-250);
Fixed
25;50;75;100;200","0","0","Unlimited","LIVE"
"6880","2017-07-17 00:00:00","Taft Museum of Art eGift","Vacation;
Birthday;
$25 Gift Cards;
Sister;
Black Friday;
Mother's Day;
Entertainment;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Valentine's Day;
Men;
Easter;
$20 Gift Cards;
Brother;
Women;
Father's Day;
eGift Cards;
$50 Gift Cards;
Wife;
Thanksgiving;
Anniversary;
Retirement;
$15 Gift Cards;
Couples;
Travel","Bakers Plus","Taft Museum of Art","Gift Card Offer","07675014884","69634","Variable (5-250);
Fixed
25;50;75;100;200","0","0","Unlimited","LIVE"
"6876","2017-07-17 00:00:00","Red Robin eGift Card","Easter;
$50 Gift Cards;
Wife;
Restaurants;
Graduation;
Thank You;
Birthday;
Congratulations;
$25 Gift Cards;
Couples;
$100 Gift Cards;
Friend;
Occasions;
Housewarming;
$20 Gift Cards;
Christmas;
eGift Cards","Bakers Plus","Red Robin","Gift Card Offer","07675011441
07675011441
07675011441","80237
70878
63594","Variable (20-250);
Fixed
25;50;75;100;200","32242.94","775","Unlimited","LIVE"
"6875","2017-07-17 00:00:00","Submarine House eGift","$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
eGift Cards","Bakers Plus","Submarine House","Gift Card Offer","07675018404","73954","Variable (5-250);
Fixed
25;50;75;100;200","825","24","Unlimited","LIVE"
"6875","2017-07-17 00:00:00","Submarine House eGift","$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
eGift Cards","Bakers Plus","Submarine House","Gift Card Offer","07675018404","73954","Variable (5-250);
Fixed
25;50;75;100;200","825","24","Unlimited","LIVE"
"6872","2017-07-17 00:00:00","Primavera Ristorante eGift","Easter;
$50 Gift Cards;
Friend;
Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
Housewarming;
$20 Gift Cards;
Restaurants;
eGift Cards","Bakers Plus","Primavera Ristorante","Gift Card Offer","07675016348","71654","Variable (5-250);
Fixed
25;50;75;100;200","0","0","Unlimited","LIVE"
"6870","2017-07-17 00:00:00","Outback Steakhouse eGift Cards","$50 Gift Cards;
Thank You;
Christmas;
Mother's Day;
Easter;
Graduation;
$15 Gift Cards;
Couples;
Birthday;
Retirement;
$25 Gift Cards;
Friend;
Occasions;
Valentine's Day;
eGift Cards;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Father's Day;
Independence Day;
Housewarming;
$20 Gift Cards;
Wife;
Anniversary;
Congratulations;
Restaurants","Bakers Plus","Outback Steakhouse","Gift Card Offer","07675019652","73531","Variable (5-250);
Fixed
25;50;75;100;200;60","50905.34","1037","Unlimited","LIVE"
"6869","2017-07-17 00:00:00","Humdingers eGift","Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
eGift Cards","Bakers Plus","Humdingers","Gift Card Offer","07675019611","73464","Variable (5-250);
Fixed
25;50;75;100;200","50","2","Unlimited","LIVE"
"6956","2017-07-17 00:00:00","The Grill eGift","$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
eGift Cards","Bakers Plus","The Grill","Gift Card Offer","07675016204","70954","Variable (5-250);
Fixed
25;50;75;100;200","0","0","Unlimited","LIVE"
"6955","2017-07-17 00:00:00","The Comfy Cow eGift","$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
eGift Cards","Bakers Plus","The Comfy Cow","Gift Card Offer","07675014891","69642","Variable (5-250);
Fixed
25;50;75;100;200","100","5","0","LIVE"
"6954","2017-07-17 00:00:00","Jrs Last Laugh Gift Cards","Wife;
Restaurants;
Physical Gift Cards;
Thank You;
Husband;
Valentine's Day;
Housewarming;
Sister;
Women;
Easter;
Friend;
Christmas;
Men;
Graduation;
Brother;
Birthday;
Congratulations;
Entertainment","Bakers Plus","Jr's Last Laugh","Physical Gift Card Offer","07675010368","60744","
Fixed
25","0","0","Unlimited","LIVE"
"6950","2017-07-17 00:00:00","Jrs Last Laugh eGift Cards","Graduation;
Brother;
Birthday;
Congratulations;
Wife;
Restaurants;
Entertainment;
Thank You;
Husband;
Valentine's Day;
Housewarming;
Sister;
Women;
Easter;
Friend;
Christmas;
Men;
eGift Cards","Bakers Plus","Jr's Last Laugh","Gift Card Offer","07675010928","62198","
Fixed
25","0","0","Unlimited","LIVE"
"6950","2017-07-17 00:00:00","Jrs Last Laugh eGift Cards","Graduation;
Brother;
Birthday;
Congratulations;
Wife;
Restaurants;
Entertainment;
Thank You;
Husband;
Valentine's Day;
Housewarming;
Sister;
Women;
Easter;
Friend;
Christmas;
Men;
eGift Cards","Bakers Plus","Jr's Last Laugh","Gift Card Offer","07675010928","62198","
Fixed
25","0","0","Unlimited","LIVE"
"6948","2017-07-17 00:00:00","Water Street Coffee Joint eGift","Congratulations;
$25 Gift Cards;
Sister;
Thank You;
Easter;
$100 Gift Cards;
Friend;
Husband;
Restaurants;
Housewarming;
$20 Gift Cards;
Brother;
Women;
Back to School;
$50 Gift Cards;
Wife;
Christmas;
Graduation;
$15 Gift Cards;
Teacher;
Men;
eGift Cards","Bakers Plus","Water Street Coffee Joint","Gift Card Offer","07675018151","75839","Variable (5-500);
Fixed
25;50;75;100;200","70","3","Unlimited","LIVE"
"6946","2017-07-17 00:00:00","Roosters Standard Gift Cards","Birthday;
Physical Gift Cards;
Easter;
Thank You;
Christmas;
Valentine's Day;
Housewarming;
Couples;
Father's Day;
Congratulations;
Friend;
Anniversary;
Occasions;
Graduation;
Husband;
Mother's Day;
Retirement;
Wife;
Restaurants","Bakers Plus","Roosters","Physical Gift Card Offer","07675010347","60662","
Fixed
25","5650","226","Unlimited","LIVE"
"6946","2017-07-17 00:00:00","Roosters Standard Gift Cards","Birthday;
Physical Gift Cards;
Easter;
Thank You;
Christmas;
Valentine's Day;
Housewarming;
Couples;
Father's Day;
Congratulations;
Friend;
Anniversary;
Occasions;
Graduation;
Husband;
Mother's Day;
Retirement;
Wife;
Restaurants","Bakers Plus","Roosters","Physical Gift Card Offer","07675010347","60662","
Fixed
25","5650","226","Unlimited","LIVE"
"6945","2017-07-17 00:00:00","Cycle Specialties eGift","$20 Gift Cards;
Brother;
Women;
$50 Gift Cards;
Wife;
Christmas;
$15 Gift Cards;
Husband;
Men;
$25 Gift Cards;
Sister;
Black Friday;
$100 Gift Cards;
$10 Gift Cards;
Thanksgiving;
eGift Cards","Bakers Plus","Cycle Specialties","Gift Card Offer","07675016491","72159","Variable (5-250);
Fixed
25;50;75;100;200","20","1","Unlimited","LIVE"
"6944","2017-07-17 00:00:00","Neighborhood Grills $50 eGift","Housewarming;
Restaurants;
Easter;
Friend;
Graduation;
Congratulations;
Christmas;
Thank You;
eGift Cards","Bakers Plus","Neighborhood Grills","Gift Card Offer","07675013498","66931","
Fixed
50","100","2","Unlimited","LIVE"
"6944","2017-07-17 00:00:00","Neighborhood Grills $50 eGift","Housewarming;
Restaurants;
Easter;
Friend;
Graduation;
Congratulations;
Christmas;
Thank You;
eGift Cards","Bakers Plus","Neighborhood Grills","Gift Card Offer","07675013498","66931","
Fixed
50","100","2","Unlimited","LIVE"
"6942","2017-07-17 00:00:00","J. Christopher's eGift","Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
eGift Cards","Bakers Plus","J. Christopher's","Gift Card Offer","07675019658","73537","Variable (5-250);
Fixed
25;50;75;100;200","800","20","Unlimited","LIVE"
"6941","2017-07-17 00:00:00","Fandango Gift Cards","Birthday;
Easter;
Streaming and Digital Entertainment;
Teacher;
Women;
Housewarming;
Sister;
Christmas;
Men;
Back to School;
At Home;
Husband;
Thank You;
Graduation;
Brother;
Black Friday;
Congratulations;
Wife;
Thanksgiving;
Entertainment","Bakers Plus","Fandango","Physical Gift Card Offer","07675014173","68183","
Fixed
25","5257.20","210","Unlimited","LIVE"
"6939","2017-07-17 00:00:00","TacoTime eGift","Retirement;
$25 Gift Cards;
Wife;
Birthday;
Occasions;
Easter;
$100 Gift Cards;
Thank You;
Christmas;
Valentine's Day;
Housewarming;
$20 Gift Cards;
Couples;
Father's Day;
Congratulations;
$50 Gift Cards;
Friend;
Anniversary;
Restaurants;
Graduation;
$15 Gift Cards;
Husband;
Mother's Day;
eGift Cards","Bakers Plus","Taco Time","Gift Card Offer","07675014113","68090","Variable (15-100);
Fixed
25;50;75;100","1530","46","Unlimited","LIVE"
"6939","2017-07-17 00:00:00","TacoTime eGift","Retirement;
$25 Gift Cards;
Wife;
Birthday;
Occasions;
Easter;
$100 Gift Cards;
Thank You;
Christmas;
Valentine's Day;
Housewarming;
$20 Gift Cards;
Couples;
Father's Day;
Congratulations;
$50 Gift Cards;
Friend;
Anniversary;
Restaurants;
Graduation;
$15 Gift Cards;
Husband;
Mother's Day;
eGift Cards","Bakers Plus","Taco Time","Gift Card Offer","07675014113","68090","Variable (15-100);
Fixed
25;50;75;100","1530","46","Unlimited","LIVE"
"6938","2017-07-17 00:00:00","Jack in the Box eGift Cards","At Home;
$15 Gift Cards;
Kids & Baby;
Graduation;
$25 Gift Cards;
Friend;
Congratulations;
$100 Gift Cards;
$10 Gift Cards;
Food Delivery and Pick Up;
$20 Gift Cards;
Housewarming;
$50 Gift Cards;
Thank You;
Easter;
Restaurants","Bakers Plus","Jack in the Box","Physical Gift Card Offer","07675005282
07675005282","18807
94498","Variable (5-100);
Fixed
25;50;75;100","9125.35","434","Unlimited","LIVE"
"6936","2017-07-17 00:00:00","Subway® Gift Cards","Graduation;
$25 Gift Cards;
Sister;
Men;
Congratulations;
$100 Gift Cards;
Friend;
Christmas;
Independence Day;
Food Delivery and Pick Up;
$20 Gift Cards;
Brother;
Physical Gift Cards;
Housewarming;
$50 Gift Cards;
Wife;
Women;
Easter;
At Home;
Thank You;
Husband;
Restaurants","Bakers Plus","Subway®","Physical Gift Card Offer","07675009821
07675009822","39237
39239","Variable (20-100);
Fixed
25;50;75;100;60","40528.46","1250","Unlimited","LIVE"
"6936","2017-07-17 00:00:00","Subway® Gift Cards","Graduation;
$25 Gift Cards;
Sister;
Men;
Congratulations;
$100 Gift Cards;
Friend;
Christmas;
Independence Day;
Food Delivery and Pick Up;
$20 Gift Cards;
Brother;
Physical Gift Cards;
Housewarming;
$50 Gift Cards;
Wife;
Women;
Easter;
At Home;
Thank You;
Husband;
Restaurants","Bakers Plus","Subway®","Physical Gift Card Offer","07675009821
07675009822","39237
39239","Variable (20-100);
Fixed
25;50;75;100;60","40528.46","1250","Unlimited","LIVE"
"6934","2017-07-17 00:00:00","Ramsi's Cafe on the World eGift","Graduation;
$15 Gift Cards;
Couples;
Father's Day;
Retirement;
$25 Gift Cards;
Friend;
Valentine's Day;
Occasions;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Birthday;
Housewarming;
$20 Gift Cards;
Wife;
Mother's Day;
Restaurants;
Congratulations;
$50 Gift Cards;
Thank You;
Christmas;
Anniversary;
eGift Cards","Bakers Plus","Ramsi's Cafe on the World","Gift Card Offer","07675016202","70952","Variable (5-250);
Fixed
25;50;75;100;200","250","7","Unlimited","LIVE"
"6931","2017-07-17 00:00:00","Dave Busters Gift Cards","$50 Gift Cards;
Friend;
Husband;
Women;
Graduation;
$15 Gift Cards;
Brother;
Birthday;
Entertainment;
Congratulations;
$25 Gift Cards;
Wife;
Christmas;
Men;
Independence Day;
$100 Gift Cards;
Thank You;
Couples;
Housewarming;
$20 Gift Cards;
Sister;
Occasions;
Kids & Baby;
Easter;
Restaurants","Bakers Plus","Dave & Buster's®","Physical Gift Card Offer","07675009993
07675028773","83112
94394","Variable (15-500);
Fixed
25;50;75;100;200","9549.20","236","Unlimited","LIVE"
"6931","2017-07-17 00:00:00","Dave Busters Gift Cards","$50 Gift Cards;
Friend;
Husband;
Women;
Graduation;
$15 Gift Cards;
Brother;
Birthday;
Entertainment;
Congratulations;
$25 Gift Cards;
Wife;
Christmas;
Men;
Independence Day;
$100 Gift Cards;
Thank You;
Couples;
Housewarming;
$20 Gift Cards;
Sister;
Occasions;
Kids & Baby;
Easter;
Restaurants","Bakers Plus","Dave & Buster's®","Physical Gift Card Offer","07675009993
07675028773","83112
94394","Variable (15-500);
Fixed
25;50;75;100;200","9549.20","236","Unlimited","LIVE"
"6929","2017-07-17 00:00:00","Justice Gift Cards","Shopping;
$100 Gift Cards;
Wife;
Birthday;
$20 Gift Cards;
Thanksgiving;
$50 Gift Cards;
Sister;
Women;
Back to School;
$15 Gift Cards;
Black Friday;
Physical Gift Cards;
$25 Gift Cards;
Husband;
Clothing","Bakers Plus","Justice","Physical Gift Card Offer","07675005284","18806","Variable (15-500);
Fixed
25;50;75;100;200","4762.20","130","Unlimited","LIVE"
"6927","2017-07-17 00:00:00","Justice eGift Cards","$50 Gift Cards;
Sister;
Women;
Back to School;
$15 Gift Cards;
Black Friday;
$25 Gift Cards;
Husband;
Shopping;
$100 Gift Cards;
Wife;
Birthday;
$20 Gift Cards;
Thanksgiving;
Clothing;
eGift Cards","Bakers Plus","Justice","Gift Card Offer","07675006482","33962","Variable (15-200);
Fixed
25;50;75;100;200","19380.45","432","Unlimited","LIVE"
"6924","2017-07-17 00:00:00","Dave & Buster's®  eGift","Wife;
Christmas;
Men;
Easter;
$50 Gift Cards;
Thank You;
Couples;
Restaurants;
Graduation;
$15 Gift Cards;
Sister;
Occasions;
Kids & Baby;
Congratulations;
$25 Gift Cards;
Friend;
Husband;
Women;
Independence Day;
$100 Gift Cards;
$10 Gift Cards;
Brother;
Birthday;
Entertainment;
Housewarming;
$20 Gift Cards;
eGift Cards","Bakers Plus","Dave & Buster's®","Gift Card Offer","07675009995","82153","Variable (5-500);
Fixed
25;50;75;100;200","16734.96","319","Unlimited","LIVE"
"6924","2017-07-17 00:00:00","Dave & Buster's®  eGift","Wife;
Christmas;
Men;
Easter;
$50 Gift Cards;
Thank You;
Couples;
Restaurants;
Graduation;
$15 Gift Cards;
Sister;
Occasions;
Kids & Baby;
Congratulations;
$25 Gift Cards;
Friend;
Husband;
Women;
Independence Day;
$100 Gift Cards;
$10 Gift Cards;
Brother;
Birthday;
Entertainment;
Housewarming;
$20 Gift Cards;
eGift Cards","Bakers Plus","Dave & Buster's®","Gift Card Offer","07675009995","82153","Variable (5-500);
Fixed
25;50;75;100;200","16734.96","319","Unlimited","LIVE"
"6921","2017-07-17 00:00:00","Penn Brewing eGift","Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
eGift Cards","Bakers Plus","Penn Brewery","Gift Card Offer","07675016407","71889","Variable (5-250);
Fixed
25;50;75;100;200","240","6","Unlimited","LIVE"
